number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66,it_act_66c,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,court_level_High Court,court_level_Supreme Court,court_level_Trial Court,case_type_Sec 439 CrPC (Regular Bail),case_type_Sec 482 CrPC (Quashing),case_type_Trial Judgment,case_type_Writ Petition (Detention),label_entity_role,label_high_risk_cyber_syndicate,label_bail_or_custody_relief,label_conviction_outcome
4,3,2,0,0,0,1,0,0,0,1,0,0,0.7941,0,164,1,1,0,0,0,0,0,0,0,0.0409,4,1.1341,154.79,0,0,0,0,0,40005.4,0.0527,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,1,0,0,1,4,0.0633,0.0393,0,0,1,0,0,0,1,2,0,1,0
1,25,67,1,0,1,0,1,1,1,0,1,1,0.6398,1,81,1,1,1,0,0,1,1,0,1,0.6878,44,6.6306,119.15,1,1,0,0,0,776054.4,0.1381,0,0,0,1,3.39,0,3,4,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.2086,0.0839,1,0,0,0,0,1,0,5,1,0,1
4,1,2,0,0,0,0,0,0,0,0,0,0,0.2151,0,24,0,1,0,0,0,0,0,0,0,0.076,5,1.0,32.42,0,0,0,0,0,0.0,0.1185,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0739,0.0459,0,0,1,0,1,0,0,0,0,1,0
15,22,88,1,0,1,0,1,0,0,0,1,1,0.5147,1,162,1,1,0,0,0,0,0,0,0,0.0879,2,1.0465,166.33,0,0,0,1,1,6609517.99,0.8336,1,1,1,1,23.54,12,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0.1041,0.0384,0,0,1,0,0,1,0,4,1,0,0
2,1,2,0,0,0,0,0,0,0,0,0,0,0.3265,0,36,1,1,0,0,0,0,0,0,0,0.047,8,1.2268,36.14,0,0,0,0,0,0.0,0.0466,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0297,0.0185,0,0,1,0,1,0,0,0,0,1,0
2,10,97,1,1,1,0,1,0,0,0,1,1,0.5576,1,43,1,1,0,0,0,0,0,0,0,0.1031,2,1.0,127.73,0,0,0,1,1,3623535.82,0.7729,1,1,1,1,2.42,5,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0.1156,0.0328,0,0,1,1,0,0,0,4,1,0,0
7,3,1,0,0,0,1,0,0,0,1,0,0,0.7958,1,42,0,1,0,0,0,0,0,0,0,0.0864,6,1.2118,130.97,0,0,0,0,0,6447.2,0.179,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,2,0.0478,0.0435,0,0,1,0,1,0,0,2,0,1,0
1,2,2,0,0,1,1,1,0,1,1,1,0,0.5896,0,67,0,1,0,0,0,0,0,0,0,0.1345,8,1.0,95.68,0,0,0,0,0,103861.05,0.0204,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25,0.2012,0.0617,0,0,1,0,0,1,0,4,0,1,0
7,4,1,0,0,0,1,1,0,0,1,0,0,0.395,1,74,0,1,0,0,0,0,0,0,0,0.103,8,1.005,32.31,0,0,0,0,0,19601.1,0.1524,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,3,0.0344,0.0248,1,0,0,0,0,1,0,0,0,1,0
15,4,2,0,0,1,1,1,0,1,1,1,1,0.8602,1,103,0,0,0,0,0,0,0,0,0,0.1163,8,1.2431,66.43,0,0,0,0,0,28578.84,0.1907,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0.0917,0.0834,0,0,1,1,0,0,0,2,0,1,1
1,2,1,0,0,0,1,1,0,0,1,0,1,0.7304,1,31,0,0,0,0,0,0,0,0,0,0.1364,3,1.1921,84.33,0,0,0,0,0,23967.59,0.1593,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,1,1,1,0,1,2,0.0527,0.048,0,0,1,1,0,0,0,0,0,1,0
7,20,81,0,0,1,0,1,0,1,0,1,1,0.9284,1,147,0,0,1,0,1,1,1,0,1,0.5284,150,3.6713,100.29,1,1,0,0,0,1239080.55,0.1982,1,0,0,1,20.94,0,5,4,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.8246,0.5948,0,0,1,0,1,0,0,1,1,1,0
1,7,59,1,1,1,0,1,0,0,0,1,1,0.4437,1,197,1,1,0,1,1,1,1,1,0,0.906,448,8.3689,37.67,1,1,1,0,0,1643742.77,0.0476,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.8177,0.7443,1,0,0,1,0,0,0,1,1,1,0
1,2,1,0,0,0,0,0,0,0,0,0,0,0.1915,0,40,0,0,0,0,0,0,0,0,0,0.0376,8,1.0251,129.27,0,0,0,0,0,0.0,0.1835,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0631,0.0911,1,0,0,1,0,0,0,0,0,1,0
7,8,32,1,0,1,0,1,0,0,0,1,1,0.8293,1,119,1,1,0,0,0,0,0,0,0,0.0,6,1.3543,101.74,0,0,0,1,1,12012136.74,0.432,1,1,1,1,20.27,5,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.2386,0.0995,1,0,0,1,0,0,0,3,1,0,1
1,3,1,0,0,0,0,0,0,0,0,0,0,0.3162,0,17,0,0,0,0,0,0,0,0,0,0.0209,8,1.2978,53.82,0,0,0,0,0,0.0,0.0188,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0622,0.0387,0,0,1,1,0,0,0,0,0,1,0
2,4,2,0,0,0,1,0,0,0,1,0,1,0.7448,1,169,0,1,0,0,0,0,0,0,0,0.0643,3,1.041,118.26,0,0,0,0,0,13370.9,0.1979,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0185,0.0267,0,0,1,0,0,0,1,2,0,1,0
2,3,1,0,0,0,1,0,0,0,1,1,1,0.6435,1,170,1,1,0,0,0,0,0,0,0,0.0851,9,1.0004,82.07,0,0,0,0,0,41992.62,0.1761,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,1,0,1,0,1,0,0,2,0.0359,0.0327,0,0,1,0,0,0,1,2,0,0,0
1,8,32,1,0,1,0,1,0,0,0,1,1,0.8702,1,149,1,1,0,1,1,1,1,1,0,0.2645,288,5.5382,40.15,1,1,1,0,0,1653794.36,0.0488,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.151,0.0656,1,0,0,1,0,0,0,3,1,1,1
2,1,2,0,0,1,1,1,0,1,1,1,1,0.4717,1,66,1,1,0,0,0,0,0,0,0,0.0279,1,1.1339,151.91,0,0,0,0,0,111839.97,0.1626,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,11,0.1466,0.059,1,0,0,1,0,0,0,5,0,1,0
1,2,2,1,0,1,1,0,1,1,1,1,1,0.8594,1,148,0,0,0,0,0,0,0,0,0,0.0468,4,1.2222,44.11,0,0,0,0,0,58945.57,0.0492,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0588,0.0535,1,0,0,0,1,0,0,2,0,1,1
1,5,1,0,0,1,1,1,1,1,1,1,1,0.4746,1,143,0,1,0,0,0,0,0,0,0,0.0751,8,1.1785,82.68,0,0,0,0,0,78838.47,0.1009,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0708,0.1022,0,0,1,0,0,1,0,2,0,1,0
21,4,2,0,0,1,1,0,0,1,1,1,1,0.8462,1,159,0,0,0,0,0,0,0,0,0,0.1159,6,1.2339,31.03,0,0,0,0,0,69935.97,0.128,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.0823,0.0343,0,1,0,1,0,0,0,5,0,1,1
21,22,28,1,0,1,0,1,0,1,0,1,1,0.7011,1,132,1,1,1,0,1,0,0,0,1,0.8235,129,5.5151,255.02,1,1,0,0,0,3176144.81,0.1641,1,0,0,1,22.0,0,3,2,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,0.0807,0.0233,1,0,0,1,0,0,0,4,1,0,1
1,25,26,1,0,1,0,1,1,1,0,1,1,0.4554,1,20,0,1,1,0,1,1,1,0,1,0.4972,139,4.5049,202.93,1,1,0,0,0,3268893.31,0.0908,1,0,0,1,3.99,0,4,3,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,0.2025,0.0622,1,0,0,0,1,0,0,4,1,0,0
1,23,90,1,0,1,0,1,0,1,0,1,1,0.6103,1,77,1,1,1,0,0,1,1,0,1,0.6747,121,6.5667,245.03,1,1,0,0,0,3434677.62,0.0701,0,0,0,1,4.94,0,5,3,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,0.3141,0.0988,1,0,0,1,0,0,0,4,1,0,1
1,24,71,1,0,1,0,1,1,0,0,1,1,0.6783,1,235,1,1,0,1,1,1,1,1,0,0.6458,215,7.9269,85.46,1,1,1,0,0,2453372.02,0.1711,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.066,0.03,1,0,0,1,0,0,0,3,1,1,1
7,19,44,1,0,1,0,1,1,1,0,1,1,0.7522,1,175,1,0,1,0,0,1,1,0,1,0.6307,91,6.7462,251.54,1,1,0,0,0,1909476.59,0.167,1,0,0,1,33.54,0,5,1,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6262,0.57,0,0,1,1,0,0,0,1,1,0,1
1,3,2,0,0,1,1,1,1,1,1,1,0,0.3844,1,140,0,0,0,0,0,0,0,0,0,0.0,2,1.0,109.89,0,0,0,0,0,112483.69,0.0935,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0423,0.0385,1,0,0,0,0,1,0,2,0,1,0
1,5,1,0,0,0,1,0,0,0,1,0,1,0.8604,1,104,0,0,0,0,0,0,0,0,0,0.0676,3,1.0,120.0,0,0,0,0,0,40615.72,0.1369,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,1,0,1,0,0,2,0.0924,0.0841,0,0,1,1,0,0,0,2,0,1,0
7,2,2,0,0,1,1,1,1,1,1,1,1,0.9143,0,55,0,0,0,0,0,0,0,0,0,0.0708,1,1.0,91.34,0,0,0,0,0,63872.83,0.157,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0865,0.1248,0,0,1,0,0,0,1,2,0,1,1
2,25,79,1,0,1,0,1,0,0,0,1,1,0.4962,1,143,1,1,0,0,0,0,0,0,0,0.0797,4,1.1572,41.86,0,0,0,1,1,8490374.0,0.7589,1,1,1,1,16.95,9,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0.2625,0.0686,1,0,0,0,1,0,0,4,1,0,0
7,18,12,1,0,1,0,1,0,0,0,1,1,0.7227,1,176,1,1,0,0,0,0,0,0,0,0.0763,2,1.2017,73.93,0,0,0,1,1,10718497.4,0.296,1,1,1,1,1.15,22,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.2083,0.0904,0,1,0,0,0,0,1,3,1,1,1
1,7,62,1,0,1,0,1,0,0,0,1,1,0.8281,1,200,1,1,0,1,1,1,1,1,0,0.6299,462,11.8973,72.08,1,1,1,0,0,842224.6,0.0479,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0.2038,0.098,1,0,0,0,0,0,1,3,1,1,1
7,1,1,0,0,1,1,1,0,1,1,1,0,0.4237,0,52,0,0,0,0,0,0,0,0,0,0.0433,5,1.0712,54.28,0,1,0,0,0,146671.76,0.0739,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0.045,0.0325,0,0,1,0,0,0,1,2,0,1,0
1,22,23,1,0,1,0,1,1,0,0,1,1,0.9085,1,257,1,1,0,1,1,1,1,1,0,0.5336,486,5.8524,67.23,1,1,1,0,0,1024352.34,0.0075,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.2162,0.1344,0,1,0,0,1,0,0,3,1,1,1
1,5,56,1,0,1,0,1,0,0,0,1,1,0.5925,1,219,0,0,0,1,1,1,1,1,0,0.6757,201,4.3155,45.94,1,1,1,0,0,2440194.68,0.1675,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0.227,0.062,1,0,0,0,1,0,0,4,1,1,0
7,3,100,0,0,1,0,1,0,1,0,1,1,0.7514,1,44,0,0,1,0,1,0,1,0,1,0.6755,88,3.9528,242.65,1,1,0,0,0,1320877.35,0.1684,1,0,0,1,14.27,0,5,3,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.0904,0.0364,0,0,1,1,0,0,0,5,1,0,0
7,7,92,1,0,1,0,1,0,1,0,1,1,0.4643,1,53,1,1,1,0,1,1,1,0,1,0.6538,108,6.5957,135.04,1,1,0,0,0,1949668.72,0.0924,1,0,0,1,3.57,0,2,2,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,44,0.2459,0.0646,0,0,1,0,1,0,0,4,1,0,0
1,5,16,1,0,1,0,1,1,1,0,1,1,0.5602,1,79,1,1,1,0,1,0,0,0,1,0.4703,62,6.646,174.85,1,1,0,0,0,4216151.27,0.1346,1,0,0,1,2.02,0,2,2,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0.1529,0.0735,0,0,1,1,0,0,0,5,1,0,0
2,18,27,1,1,1,0,1,0,0,0,1,1,0.7627,1,182,1,1,0,1,1,1,1,1,0,0.5734,213,10.6171,66.48,1,1,1,0,0,375179.8,0.0255,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.1583,0.0688,0,1,0,1,0,0,0,3,1,1,1
15,18,53,1,0,1,0,1,0,0,0,1,1,0.4924,1,116,1,1,0,0,0,0,0,0,0,0.0505,1,1.1831,100.73,0,0,0,1,1,14801833.4,0.2565,1,1,1,1,1.69,25,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0.3188,0.1047,0,0,1,0,1,0,0,4,1,0,0
2,2,2,0,0,0,1,0,0,0,1,0,0,0.879,1,132,0,0,0,0,0,0,0,0,0,0.0829,9,1.1477,83.32,0,0,0,0,0,18036.84,0.0898,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,1,1,0,1,1,0,1,1,1,0.0558,0.0805,0,0,1,0,0,1,0,0,0,1,1
1,6,25,1,0,1,0,1,0,0,0,1,1,0.6738,1,137,1,1,0,0,0,0,0,0,0,0.0983,4,1.0842,68.98,0,0,0,1,1,4049142.77,0.9151,1,1,1,1,9.32,3,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0.2528,0.0676,0,0,1,1,0,0,0,4,1,1,1
1,1,2,0,0,0,1,0,1,0,1,1,1,0.5563,1,96,0,0,0,0,0,0,0,0,0,0.0545,2,1.218,166.03,0,0,0,0,0,15736.11,0.0261,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,4,0.0573,0.0356,0,0,1,0,0,0,1,2,0,1,0
2,5,2,1,0,0,1,1,1,0,1,0,0,0.7133,1,88,0,0,0,0,0,0,0,0,0,0.0266,4,1.0472,83.46,0,0,0,0,0,34946.39,0.1778,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,1,1,1,0,0,0,4,0.0278,0.0173,1,0,0,1,0,0,0,2,0,1,0
2,1,1,0,0,0,0,0,0,0,0,0,0,0.2944,0,6,1,1,0,0,0,0,0,0,0,0.0316,2,1.2414,32.97,0,0,0,0,0,0.0,0.1835,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0133,0.0121,0,0,1,0,1,0,0,0,0,1,0
1,1,2,0,0,0,0,0,0,0,0,0,0,0.3651,1,13,0,0,0,0,0,0,0,0,0,0.0842,3,1.1482,136.24,0,0,0,0,0,0.0,0.0655,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0204,0.0185,0,0,1,0,1,0,0,0,0,1,0
1,1,2,0,0,0,1,1,0,0,1,0,1,0.5533,1,114,1,1,0,0,0,0,0,0,0,0.094,2,1.1033,154.2,0,0,0,0,0,27868.61,0.0287,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,3,0.0627,0.0453,0,0,1,1,0,0,0,2,0,1,0
21,5,71,1,0,1,0,1,0,1,0,1,1,0.9101,1,44,1,1,1,0,1,0,1,0,1,0.881,78,6.9971,144.8,1,1,0,0,0,4210365.63,0.1096,1,0,0,1,14.47,0,5,4,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,0.1188,0.0379,0,0,1,1,0,0,0,4,1,0,1
1,5,1,0,0,0,1,1,1,0,1,0,1,0.8622,1,19,0,1,0,0,0,0,0,0,0,0.0854,4,1.0,135.86,0,0,0,0,0,4388.3,0.0967,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,1,1,0,1,1,1,0,0,4,0.0601,0.0373,0,0,1,1,0,0,0,2,0,0,1
2,14,43,1,0,1,0,1,1,1,0,1,1,0.683,1,39,1,1,1,0,1,1,1,0,1,0.7885,57,3.9561,202.94,1,1,0,0,0,2770345.25,0.0711,1,0,0,1,9.67,0,1,3,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,0.2142,0.0715,0,0,1,0,1,0,0,4,1,0,1
27,19,66,1,0,1,0,1,0,0,0,1,1,0.4593,0,45,0,1,0,0,0,0,0,0,0,0.0163,3,1.0,157.44,0,0,0,1,1,11447775.13,0.4569,1,1,1,1,18.12,4,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0.1063,0.0281,1,0,0,1,0,0,0,4,1,0,0
2,1,2,0,0,0,0,0,0,0,0,0,0,0.1652,0,15,0,0,0,0,0,0,0,0,0,0.0728,8,1.041,31.75,0,0,0,0,0,0.0,0.0483,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0943,0.136,0,0,1,0,1,0,0,0,0,1,0
1,14,76,1,1,1,0,1,0,0,0,1,1,0.689,1,163,1,1,0,1,1,1,1,1,0,0.5,401,6.6866,65.83,1,1,1,0,0,1557062.09,0.0342,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.1064,0.0594,0,1,0,1,0,0,0,3,1,0,1
1,12,86,0,0,1,0,1,1,1,0,1,1,0.6216,1,152,1,1,1,0,1,0,1,0,1,0.6836,140,6.6559,133.71,1,1,0,0,0,4410680.58,0.1401,0,0,0,1,12.46,0,4,3,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0.1509,0.0687,1,0,0,1,0,0,0,5,1,0,1
2,4,32,1,0,1,0,1,1,0,0,1,1,0.7412,1,238,1,1,0,1,1,1,1,1,0,0.4428,204,6.1661,28.31,1,1,1,0,0,1938498.89,0.0427,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5768,0.8322,0,0,1,0,1,0,0,1,1,1,1
1,3,2,0,0,1,1,1,0,1,1,1,1,0.9251,1,55,1,1,0,0,0,0,0,0,0,0.0594,7,1.0669,51.06,0,0,0,0,0,137808.68,0.0594,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0931,0.1343,1,0,0,1,0,0,0,2,0,1,1
2,5,1,0,0,0,0,0,0,0,0,0,0,0.1659,0,44,0,0,0,0,0,0,0,0,0,0.0152,2,1.0944,105.48,0,0,0,0,0,0.0,0.0996,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0704,0.1016,0,0,1,0,0,0,1,0,0,1,0
1,3,2,0,0,0,0,0,0,0,0,0,0,0.2315,1,32,0,1,0,0,0,0,0,0,0,0.0624,6,1.0,90.21,0,0,0,0,0,0.0,0.0655,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0417,0.038,0,0,1,0,0,0,1,0,0,1,0
1,12,69,1,0,1,0,1,0,0,0,1,1,0.7523,1,266,1,1,0,1,1,1,1,1,0,0.6384,155,7.7437,30.12,1,1,1,0,0,2083365.63,0.0016,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0.2559,0.0828,1,0,0,1,0,0,0,4,1,1,1
4,4,2,0,0,1,1,0,0,1,1,1,0,0.99,1,137,0,0,0,0,0,0,0,0,0,0.0954,3,1.2095,39.95,0,1,0,0,0,79517.03,0.1017,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0.0236,0.017,1,0,0,0,0,0,1,2,0,1,1
1,1,1,0,0,1,1,1,1,1,1,1,1,0.6969,1,156,0,0,0,0,0,0,0,0,0,0.1327,9,1.3027,51.99,0,0,0,0,0,76509.98,0.1283,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,0.1515,0.0437,1,0,0,0,0,1,0,4,0,1,0
1,5,2,0,0,0,1,0,1,0,1,0,0,0.5937,1,81,0,0,0,0,0,0,0,0,0,0.0784,4,1.3427,169.48,0,0,0,0,0,40111.95,0.1387,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.085,0.1226,0,0,1,0,0,1,0,2,0,1,0
1,4,62,1,0,1,0,1,0,0,0,1,1,0.8947,1,179,0,0,0,0,0,0,0,0,0,0.0974,8,1.112,164.01,0,0,0,1,1,8322919.84,0.5551,1,1,1,1,1.8,22,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0.1585,0.0492,0,0,1,0,0,1,0,4,1,0,1
1,19,66,1,0,1,0,1,0,1,0,1,1,0.892,1,93,0,0,1,0,0,0,1,0,1,0.649,119,3.7688,85.72,1,1,0,0,0,4211089.12,0.0527,1,0,0,1,18.1,0,5,3,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0.185,0.0803,1,0,0,1,0,0,0,3,1,0,0
1,5,2,0,0,1,1,1,1,1,1,1,0,0.8551,1,85,0,0,0,0,0,0,0,0,0,0.1053,3,1.1275,155.71,0,1,0,0,0,18219.39,0.0755,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0.0522,0.0324,1,0,0,0,1,0,0,2,0,1,1
1,7,74,1,0,1,0,1,0,1,0,1,1,0.9182,0,137,0,1,1,0,1,1,1,0,1,0.7232,119,4.4319,66.01,1,1,0,0,0,1325280.19,0.0235,1,0,0,1,5.22,0,5,2,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37,0.2802,0.077,1,0,0,0,0,1,0,4,1,0,0
1,4,40,1,0,1,0,1,1,0,0,1,1,0.4643,1,27,1,1,0,0,0,0,0,0,0,0.1083,4,1.2577,63.06,0,0,0,1,1,8192361.19,0.9724,1,1,1,1,5.57,7,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0.2414,0.0664,1,0,0,1,0,0,0,4,1,1,0
7,5,2,0,0,0,1,0,0,0,1,0,0,0.6313,1,168,0,0,0,0,0,0,0,0,0,0.121,6,1.0345,70.74,0,0,0,0,0,9487.47,0.0207,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,1,1,0,1,0,0,3,0.0562,0.0406,0,0,1,1,0,0,0,2,0,1,0
1,5,1,0,0,0,0,0,0,0,0,0,0,0.2234,1,16,0,1,0,0,0,0,0,0,0,0.0816,1,1.1626,138.53,0,0,0,0,0,0.0,0.0827,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.059,0.0367,0,0,1,0,1,0,0,0,0,1,0
7,3,1,1,0,0,0,0,0,0,0,0,0,0.2009,0,44,0,0,0,0,0,0,0,0,0,0.0,7,1.0,36.27,0,0,0,0,0,0.0,0.0505,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0184,0.0265,0,0,1,0,1,0,0,0,0,1,0
7,2,1,0,0,0,0,0,0,0,0,0,0,0.3145,0,10,1,1,0,0,0,0,0,0,0,0.0,2,1.2109,101.6,0,0,0,0,0,0.0,0.1607,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0291,0.021,0,0,1,0,1,0,0,0,0,1,0
